Application_ID,Application_Date,Age,Gender,Marital_Status,Education,Employment_Type,Employment_Years,State,City_Tier,Branch_Type,Annual_Income,Monthly_Income,Existing_Debt,Existing_Loans,Credit_Card_Balance,Bank_Balance,Credit_Score,Risk_Category,Loan_Purpose,Loan_Amount,Loan_Term_Months,Interest_Rate,Estimated_EMI,Debt_to_Income_Pct,Documentation_Status,Verification_Status,Application_Channel,Approval_Status,Approval_Date,Disbursement_Status,Disbursement_Date,Disbursed_Amount,Default_Status,Days_Past_Due,Recovery_Amount,Approval_Flag,Default_Flag,Disbursement_Flag,Income_Band,Credit_Score_Band,Loan_Amount_Band
BL101823,2024-04-01,21,Male,Divorced,High School,Salaried,10.1,Karnataka,Tier 1,Urban,341200,28433,10300,3,360300,188100,439,Very High,Debt Consolidation,507000,60,12.99,11533,43.58,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL101824,2025-09-09,41,Male,Widowed,Post Graduate,Self-Employed,2.9,Rajasthan,Tier 1,Urban,312100,26008,83500,1,36300,82100,476,Very High,Home,376000,48,10.36,9601,63.67,Incomplete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL101825,2023-03-24,39,Other,Divorced,Graduate,Contract,8.7,Karnataka,Tier 2,Semi-Urban,931400,77617,224300,3,29400,422300,563,Very High,Education,385000,36,9.7,12369,40.02,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),250k-500k
BL101826,2023-05-29,33,Female,Married,Graduate,Salaried,5.9,Tamil Nadu,Tier 2,Urban,1085800,90483,129600,3,65300,206800,568,Very High,Business,1639000,48,8.47,40375,56.56,Complete,Verified,Mobile App,Approved,2023-06-11,Disbursed,2023-06-13,1639000,Current,5,0,1,0,1,1M-1.5M,Poor (300-579),> 1.5M
BL101827,2023-07-09,51,Male,Single,Post Graduate,Self-Employed,7.3,Telangana,Tier 1,Rural,584500,48708,214400,0,52000,95200,495,Very High,Debt Consolidation,934000,48,10.32,23832,85.61,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL101828,2025-06-01,21,Male,Married,Graduate,Self-Employed,13.8,Maharashtra,Tier 3,Urban,1022300,85192,103400,0,48900,657900,689,Medium,Vehicle,1502000,24,5.5,66232,87.86,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Good (670-739),> 1.5M
BL101829,2023-09-20,38,Female,Married,Diploma,Contract,2.8,Gujarat,Tier 2,Semi-Urban,1434700,119558,199700,0,67900,94000,732,Medium,Business,865000,60,6.2,16803,27.97,Complete,Pending,Branch,Approved,2023-10-01,Disbursed,2023-10-03,865000,Current,5,0,1,0,1,1M-1.5M,Good (670-739),500k-1M
BL101830,2024-02-04,49,Male,Divorced,Graduate,Salaried,13.3,Andhra Pradesh,Tier 1,Semi-Urban,1029400,85783,76100,0,79700,139700,570,Very High,Home,519000,24,8.6,23615,34.92,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Poor (300-579),500k-1M
BL101831,2025-02-02,39,Female,Married,Diploma,Self-Employed,8.2,Maharashtra,Tier 2,Semi-Urban,1060300,88358,260600,0,100000,129900,651,High,Home,1699000,84,8.63,27017,55.16,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Fair (580-669),> 1.5M
BL101832,2024-08-31,50,Male,Single,Diploma,Salaried,11.3,Tamil Nadu,Tier 3,Urban,347100,28925,22800,0,113800,62300,567,Very High,Business,95000,36,7.97,2976,16.86,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),< 250k
BL101833,2025-02-23,34,Female,Single,Graduate,Salaried,5.4,Rajasthan,Tier 2,Urban,807700,67308,126100,1,17000,205800,668,High,Vehicle,379000,36,8.01,11878,33.26,Complete,Verified,Website,Approved,2025-02-24,Disbursed,2025-03-04,379000,Current,0,0,1,0,1,600k-1M,Fair (580-669),250k-500k
BL101834,2023-04-11,36,Male,Single,Graduate,Salaried,5.9,Telangana,Tier 2,Urban,1274100,106175,466800,1,20000,160300,641,High,Debt Consolidation,1230000,12,7.42,106666,137.1,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Fair (580-669),1M-1.5M
BL101835,2025-03-30,49,Male,Married,Post Graduate,Salaried,3.1,Maharashtra,Tier 3,Urban,509200,42433,56100,1,121200,103100,600,High,Home,324000,60,7.96,6563,26.48,Complete,Verified,Website,Approved,2025-04-02,Disbursed,2025-04-05,324000,Current,5,0,1,0,1,300k-600k,Fair (580-669),250k-500k
BL101836,2025-03-30,46,Female,Married,Diploma,Self-Employed,7.6,Maharashtra,Tier 2,Urban,1094300,91192,317600,1,155600,273900,534,Very High,Personal,550000,36,9.81,17698,48.43,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Poor (300-579),500k-1M
BL101837,2024-02-24,60,Male,Married,Graduate,Business Owner,2.1,Tamil Nadu,Tier 2,Semi-Urban,385700,32142,89500,1,10100,78100,529,Very High,Personal,121000,24,10.31,5601,40.63,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),< 250k
BL101838,2023-05-04,39,Male,Single,Graduate,Salaried,13.5,Delhi,Tier 3,Semi-Urban,776200,64683,199900,1,26200,72100,662,High,Vehicle,430000,72,7.16,7364,37.14,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),250k-500k
BL101839,2024-02-26,40,Male,Married,High School,Salaried,6.6,Maharashtra,Tier 2,Semi-Urban,855900,71325,63600,1,70100,364500,595,High,Home,424000,12,7.6,36805,59.03,Complete,Pending,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),250k-500k
BL101840,2025-12-22,34,Male,Married,Graduate,Salaried,9.3,Karnataka,Tier 1,Semi-Urban,545100,45425,68400,0,175200,142700,507,Very High,Home,229000,72,10.22,4268,21.94,Complete,Failed,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),< 250k
BL101841,2025-02-06,36,Male,Married,Graduate,Business Owner,4.1,Maharashtra,Tier 2,Urban,942100,78508,128800,2,127000,152200,623,High,Education,1479000,60,6.06,28634,50.14,Incomplete,Verified,Website,Approved,2025-02-18,Disbursed,2025-02-23,1479000,Default,49,1001800,1,1,1,600k-1M,Fair (580-669),1M-1.5M
BL101842,2024-04-27,48,Male,Married,High School,Business Owner,7.7,Karnataka,Tier 1,Semi-Urban,520200,43350,95000,1,63900,143500,480,Very High,Personal,501000,84,9.44,8173,37.12,Complete,Failed,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL101843,2024-06-02,38,Male,Single,High School,Contract,0.7,Rajasthan,Tier 2,Urban,1209100,100758,42800,0,151000,1507700,559,Very High,Personal,798000,60,8.69,16445,19.86,Complete,Verified,Agent,Approved,2024-06-17,Disbursed,2024-06-27,798000,Default,429,557800,1,1,1,1M-1.5M,Poor (300-579),500k-1M
BL101844,2023-06-04,31,Female,Divorced,Post Graduate,Other,5.3,Tamil Nadu,Tier 1,Rural,503500,41958,57800,1,26400,631300,624,High,Debt Consolidation,769000,12,7.01,66543,170.07,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Fair (580-669),500k-1M
BL101845,2023-04-02,35,Male,Married,Graduate,Salaried,12.4,Rajasthan,Tier 3,Semi-Urban,916000,76333,142700,0,101600,123500,660,High,Home,1160000,60,7.35,23161,45.92,Complete,Verified,Mobile App,Approved,2023-04-15,Disbursed,2023-04-21,1160000,Current,0,0,1,0,1,600k-1M,Fair (580-669),1M-1.5M
BL101846,2025-09-08,37,Male,Married,Graduate,Salaried,4.9,Kerala,Tier 1,Semi-Urban,649100,54092,58600,1,51400,168300,556,Very High,Home,1125000,48,10.81,28973,62.59,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),1M-1.5M
BL101847,2024-03-30,31,Female,Widowed,Diploma,Other,2.3,Gujarat,Tier 2,Semi-Urban,680800,56733,84400,0,26000,179400,569,Very High,Personal,778000,36,9.06,24762,56.04,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),500k-1M
BL101848,2024-08-20,34,Female,Married,Diploma,Salaried,4.9,Karnataka,Tier 3,Semi-Urban,375300,31275,42500,1,136300,191800,455,Very High,Education,131000,24,10.29,6063,30.71,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),< 250k
BL101849,2024-05-24,29,Male,Married,Graduate,Salaried,3.8,Karnataka,Tier 1,Urban,954900,79575,34100,1,34400,225600,646,High,Personal,615000,60,7.37,12285,19.01,Complete,Pending,Branch,Approved,2024-05-27,Disbursed,2024-06-01,615000,Current,0,0,1,0,1,600k-1M,Fair (580-669),500k-1M
BL101850,2024-01-21,34,Male,Single,High School,Salaried,3.2,Tamil Nadu,Tier 2,Urban,470900,39242,171000,1,30500,98700,570,Very High,Business,102000,24,8.91,4656,48.18,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),< 250k
BL101851,2024-02-09,48,Male,Married,Post Graduate,Salaried,7.8,Kerala,Tier 2,Semi-Urban,426100,35508,74700,2,19200,151700,592,High,Vehicle,120000,36,8.63,3795,28.22,Incomplete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Fair (580-669),< 250k
BL101852,2023-09-03,38,Male,Married,Graduate,Salaried,6.2,Karnataka,Tier 1,Semi-Urban,1457000,121417,90200,2,115300,134100,678,Medium,Education,1698000,72,5.5,27742,29.04,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Good (670-739),> 1.5M
BL101853,2025-01-11,60,Female,Single,High School,Salaried,9.0,Karnataka,Tier 3,Semi-Urban,417200,34767,171200,2,221600,671000,451,Very High,Education,73000,48,9.95,1850,46.36,Complete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),< 250k
BL101854,2024-10-22,31,Female,Widowed,High School,Self-Employed,2.4,Andhra Pradesh,Tier 1,Semi-Urban,275100,22925,800,1,55700,499700,488,Very High,Home,114000,24,10.07,5264,23.25,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),< 250k
BL101855,2024-10-11,42,Female,Single,Graduate,Business Owner,20.0,Karnataka,Tier 1,Semi-Urban,433200,36100,57300,2,39700,256000,543,Very High,Personal,771000,48,9.37,19322,66.75,Complete,Pending,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL101856,2025-06-19,40,Male,Divorced,Graduate,Self-Employed,8.7,Tamil Nadu,Tier 1,Urban,599400,49950,93500,2,33900,405500,611,High,Debt Consolidation,149000,12,8.05,12965,41.55,Complete,Verified,Mobile App,Approved,2025-07-04,Disbursed,2025-07-15,149000,Default,261,25100,1,1,1,300k-600k,Fair (580-669),< 250k
BL101857,2023-03-06,44,Male,Single,Graduate,Business Owner,5.3,Karnataka,Tier 3,Urban,1817300,151442,306100,0,151400,261000,560,Very High,Personal,2013000,48,8.98,50074,49.91,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,> 1.5M,Poor (300-579),> 1.5M
BL101858,2025-11-02,33,Male,Married,Graduate,Salaried,10.8,Karnataka,Tier 2,Urban,210300,17525,85200,1,102000,383600,502,Very High,Home,198000,48,11.71,5186,70.11,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),< 250k
BL101859,2023-08-01,35,Male,Single,Graduate,Salaried,4.7,Delhi,Tier 1,Urban,281000,23417,0,2,9100,40200,658,High,Vehicle,278000,48,6.6,6606,28.21,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Fair (580-669),250k-500k
BL101860,2023-08-30,42,Male,Divorced,Diploma,Business Owner,3.6,Kerala,Tier 3,Semi-Urban,602600,50217,3800,0,21000,643600,601,High,Personal,706000,36,8.64,22333,45.1,Complete,Verified,Website,Approved,2023-09-12,Disbursed,2023-09-22,706000,Current,0,0,1,0,1,600k-1M,Fair (580-669),500k-1M
BL101861,2024-05-07,33,Female,Single,Graduate,Salaried,10.7,Karnataka,Tier 2,Rural,735100,61258,255200,4,11700,90300,555,Very High,Debt Consolidation,251000,36,6.91,7740,47.35,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),250k-500k
BL101862,2023-12-04,22,Female,Married,Graduate,Business Owner,17.0,Karnataka,Tier 1,Urban,807800,67317,103300,1,179400,69400,538,Very High,Business,191000,36,8.35,6016,21.72,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),< 250k
BL101863,2023-06-22,50,Male,Married,Post Graduate,Other,7.3,Maharashtra,Tier 2,Urban,451100,37592,170300,1,28800,853500,551,Very High,Business,616000,48,9.13,15367,78.63,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL101864,2024-11-02,46,Male,Married,Graduate,Salaried,4.7,Karnataka,Tier 2,Urban,852800,71067,133100,0,35700,56400,565,Very High,Personal,897000,60,8.71,18494,41.63,Complete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),500k-1M
BL101865,2023-06-13,34,Male,Married,Graduate,Salaried,2.2,Telangana,Tier 1,Urban,898400,74867,25300,0,68000,400300,566,Very High,Business,237000,12,7.96,20612,30.35,Complete,Verified,Branch,Approved,2023-06-17,Disbursed,2023-06-24,237000,Default,42,51800,1,1,1,600k-1M,Poor (300-579),< 250k
BL101866,2024-04-09,40,Female,Single,High School,Self-Employed,6.2,Andhra Pradesh,Tier 2,Urban,498700,41558,67000,1,40200,453700,605,High,Vehicle,779000,36,7.28,24153,71.55,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Fair (580-669),500k-1M
BL101867,2025-09-21,47,Female,Married,Post Graduate,Business Owner,7.4,Maharashtra,Tier 3,Urban,619700,51642,116200,0,242900,221600,547,Very High,Personal,483000,60,10.11,10288,38.67,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),250k-500k
BL101868,2024-05-11,50,Male,Married,Graduate,Salaried,4.6,West Bengal,Tier 3,Semi-Urban,1411900,117658,251500,0,29100,90000,555,Very High,Personal,2185000,36,9.28,69768,77.11,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Poor (300-579),> 1.5M
BL101869,2024-11-30,39,Female,Widowed,Diploma,Self-Employed,3.0,Rajasthan,Tier 1,Urban,1670600,139217,323100,2,50700,117100,556,Very High,Vehicle,1531000,72,9.43,27925,39.4,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,> 1.5M,Poor (300-579),> 1.5M
BL101870,2024-01-30,33,Female,Married,Graduate,Contract,2.3,Karnataka,Tier 1,Semi-Urban,321300,26775,67700,2,140500,882100,519,Very High,Vehicle,176000,36,9.27,5619,42.06,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),< 250k
BL101871,2024-12-03,51,Female,Married,Post Graduate,Salaried,7.3,Telangana,Tier 3,Semi-Urban,334000,27833,69500,1,17900,905900,556,Very High,Vehicle,244000,60,8.78,5039,38.91,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),< 250k
BL101872,2023-11-04,39,Male,Married,Graduate,Self-Employed,7.9,Telangana,Tier 2,Semi-Urban,586200,48850,243600,2,109600,206100,619,High,Home,500000,84,7.64,7704,57.33,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Fair (580-669),250k-500k
BL101873,2023-07-02,37,Male,Divorced,Graduate,Self-Employed,8.7,Maharashtra,Tier 2,Semi-Urban,537700,44808,115200,1,94700,500000,530,Very High,Personal,717000,48,9.74,18096,61.81,Complete,Pending,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL101874,2024-09-20,40,Male,Single,Graduate,Contract,4.0,Maharashtra,Tier 1,Semi-Urban,464900,38742,75900,2,32000,205500,555,Very High,Vehicle,272000,36,7.89,8510,38.29,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL101875,2024-05-24,48,Male,Single,Graduate,Salaried,9.6,Maharashtra,Tier 2,Rural,400900,33408,115700,2,52400,154500,565,Very High,Education,133000,72,9.24,2413,36.08,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),< 250k
BL101876,2024-06-29,38,Female,Married,Graduate,Contract,4.9,Tamil Nadu,Tier 1,Semi-Urban,686600,57217,153500,1,57200,134100,592,High,Personal,814000,60,9.21,16980,52.03,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),500k-1M
BL101877,2024-09-15,47,Male,Married,Graduate,Business Owner,6.7,Maharashtra,Tier 2,Semi-Urban,195300,16275,0,2,45500,46400,504,Very High,Debt Consolidation,105000,36,10.78,3427,21.05,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),< 250k
BL101878,2024-08-16,36,Female,Married,High School,Business Owner,4.6,Kerala,Tier 1,Urban,182800,15233,0,3,56500,101700,465,Very High,Business,198000,48,10.48,5068,33.27,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),< 250k
BL101879,2025-01-13,43,Male,Married,Graduate,Salaried,4.3,Rajasthan,Tier 1,Semi-Urban,714900,59575,120600,0,74800,418900,554,Very High,Personal,934000,48,8.1,22846,55.22,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),500k-1M
BL101880,2024-07-07,29,Male,Single,Post Graduate,Salaried,2.0,Andhra Pradesh,Tier 1,Semi-Urban,279000,23250,60000,0,126400,172500,509,Very High,Home,248000,12,11.1,21930,115.83,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),< 250k
BL101881,2023-01-21,48,Male,Single,Graduate,Salaried,12.1,Karnataka,Tier 2,Rural,615900,51325,172800,2,17200,272400,583,High,Home,173000,48,9.53,4349,36.53,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),< 250k
BL101882,2024-07-07,32,Male,Single,Diploma,Self-Employed,7.9,Karnataka,Tier 1,Urban,415400,34617,119300,0,29300,49800,505,Very High,Business,156000,24,9.84,7187,49.48,Complete,Pending,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),< 250k
BL101883,2024-02-01,42,Male,Married,Post Graduate,Business Owner,9.6,Kerala,Tier 2,Urban,1190200,99183,177000,0,67300,137800,642,High,Personal,1096000,60,9.7,23125,38.19,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Fair (580-669),1M-1.5M
BL101884,2024-09-16,25,Female,Married,Post Graduate,Salaried,3.8,Kerala,Tier 2,Rural,998900,83242,207000,3,253400,527500,482,Very High,Vehicle,560000,36,10.5,18201,42.59,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),500k-1M
BL101885,2023-04-15,38,Female,Married,High School,Salaried,6.5,Kerala,Tier 1,Semi-Urban,1758400,146533,652300,0,38200,812100,613,High,Personal,631000,48,8.05,15419,47.62,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,> 1.5M,Fair (580-669),500k-1M
BL101886,2023-07-11,40,Male,Divorced,High School,Salaried,7.5,Karnataka,Tier 2,Urban,595200,49600,87800,1,166800,376400,537,Very High,Home,154000,60,8.16,3134,21.07,Complete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),< 250k
BL101887,2023-01-17,32,Female,Single,Graduate,Self-Employed,3.5,Maharashtra,Tier 2,Urban,828100,69008,170900,0,104500,75700,519,Very High,Personal,1320000,36,9.18,42086,81.63,Complete,Pending,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),1M-1.5M
BL101888,2024-01-28,37,Male,Single,Graduate,Business Owner,6.0,Karnataka,Tier 1,Rural,636600,53050,104900,5,89300,540700,424,Very High,Vehicle,139000,60,11.95,3088,22.3,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),< 250k
BL101889,2024-02-29,40,Male,Single,Graduate,Business Owner,6.0,Tamil Nadu,Tier 1,Urban,777500,64792,60800,1,102700,447300,522,Very High,Business,640000,60,9.75,13520,28.69,Complete,Pending,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),500k-1M
BL101890,2023-05-09,43,Male,Married,Diploma,Contract,21.8,Telangana,Tier 3,Semi-Urban,352200,29350,103300,3,39900,358300,541,Very High,Personal,481000,60,9.33,10062,63.61,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL101891,2024-07-25,39,Male,Single,Graduate,Contract,13.4,Karnataka,Tier 3,Urban,896600,74717,346300,0,50300,235900,659,High,Debt Consolidation,749000,48,7.04,17950,62.65,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),500k-1M
BL101892,2023-01-29,50,Male,Married,Diploma,Salaried,1.4,Gujarat,Tier 1,Urban,912200,76017,265100,1,51800,119000,632,High,Vehicle,1081000,60,6.51,21156,56.89,Complete,Verified,Agent,Approved,2023-02-08,Disbursed,2023-02-11,1081000,Current,15,0,1,0,1,600k-1M,Fair (580-669),1M-1.5M
BL101893,2025-10-30,48,Female,Single,Diploma,Business Owner,1.3,Maharashtra,Tier 2,Semi-Urban,1086100,90508,75100,0,49000,798300,624,High,Vehicle,218000,24,9.12,9971,17.93,Complete,Failed,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Fair (580-669),< 250k
BL101894,2023-08-30,38,Other,Married,High School,Salaried,3.8,Rajasthan,Tier 1,Semi-Urban,629300,52442,165400,0,48600,575200,656,High,Personal,149000,72,7.33,2564,31.17,Incomplete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),< 250k
BL101895,2023-08-20,26,Female,Married,Graduate,Salaried,1.0,Kerala,Tier 2,Semi-Urban,430600,35883,53700,0,133900,350600,573,Very High,Home,607000,48,8.39,14930,54.08,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL101896,2025-02-27,34,Female,Single,Graduate,Self-Employed,5.2,Rajasthan,Tier 1,Semi-Urban,219900,18325,57200,0,115000,158900,545,Very High,Home,207000,36,8.79,6562,61.82,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),< 250k
BL101897,2024-12-15,21,Female,Married,Graduate,Business Owner,10.8,Delhi,Tier 2,Urban,810500,67542,209100,2,93200,199000,513,Very High,Debt Consolidation,509000,48,9.47,12780,44.72,Complete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),500k-1M
BL101898,2025-01-28,36,Male,Married,Graduate,Salaried,5.7,Telangana,Tier 1,Urban,389700,32475,17200,1,27200,55500,487,Very High,Medical,638000,72,11.05,12160,41.86,Incomplete,Failed,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL101899,2025-03-12,51,Male,Single,Graduate,Business Owner,2.5,Kerala,Tier 3,Semi-Urban,293100,24425,95200,0,9200,198600,575,Very High,Personal,118000,36,9.64,3788,47.99,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),< 250k
BL101900,2025-02-14,45,Female,Married,Graduate,Self-Employed,3.4,Tamil Nadu,Tier 2,Semi-Urban,1937900,161492,300600,0,51700,245600,718,Medium,Education,1604000,24,6.93,71764,59.95,Incomplete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,> 1.5M,Good (670-739),> 1.5M
BL101901,2024-12-26,39,Female,Married,High School,Salaried,2.5,Tamil Nadu,Tier 2,Semi-Urban,633000,52750,32100,2,14000,592000,593,High,Personal,555000,12,9.64,48700,97.39,Complete,Pending,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),500k-1M
BL101902,2023-07-19,31,Male,Single,High School,Self-Employed,3.6,Maharashtra,Tier 2,Semi-Urban,808300,67358,272700,0,70900,82100,682,Medium,Medical,811000,24,7.36,36443,87.84,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Good (670-739),500k-1M
BL101903,2025-08-02,39,Male,Married,High School,Business Owner,5.6,Karnataka,Tier 3,Urban,294300,24525,45200,2,185800,212000,445,Very High,Debt Consolidation,200000,60,10.76,4325,32.99,Incomplete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),< 250k
BL101904,2023-03-20,57,Male,Single,Diploma,Salaried,3.8,Karnataka,Tier 3,Semi-Urban,328400,27367,62000,1,44200,298800,533,Very High,Home,297000,36,7.37,9221,52.57,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL101905,2025-08-13,51,Male,Divorced,Graduate,Salaried,11.6,Kerala,Tier 2,Semi-Urban,741900,61825,106000,3,34900,55200,613,High,Personal,721000,60,8.35,14740,38.13,Complete,Verified,Agent,Approved,2025-08-28,Disbursed,2025-09-05,721000,Current,0,0,1,0,1,600k-1M,Fair (580-669),500k-1M
